Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Kerala,515226,396933,461253,415089,441235,84132,2740,1029,108.0,921.0,136607,17299,492500,493529,53346,141408,492595,2363,53633,437716,955,16681,3615,2128,99126,101254,47000,8950,103170,6214041,456998,502831,24646,22145,25935,502248,483822,2486,282604,284042,1104
Alappuzha,25941,20871,23679,21435,22230,2488,131,12,10.0,2.0,10001,960,20163,20175,4640,5217,20352,15,1947,20109,944,1129,517,333,5285,5618,2906,184,4815,389239,21297,21440,777,501,382,25624,24397,1300,13070,10408,58
Ernakulam,39733,31445,32895,30014,32636,4173,246,28,2.0,26.0,6524,435,38868,38896,3838,17218,39033,129,3651,26448,952,1336,133,285,8603,8888,3000,872,18303,799137,39878,40068,3221,2685,2621,42468,40345,110,29899,26376,51
Idukki,15190,13186,16357,13907,15909,4127,76,79,5.0,74.0,3361,616,13649,13728,1449,5194,13773,70,1683,10921,986,823,423,138,3312,3450,2656,156,5606,314013,13815,13997,561,385,470,14792,14700,20,16991,18633,29
KOZHIKKODE,51873,39610,47146,46823,49570,11704,239,20,5.0,15.0,22639,694,54496,54516,7322,11648,54521,536,6681,53274,955,1332,248,113,9573,9686,4712,672,3905,586948,51461,55073,2982,2312,2740,52052,50702,133,27159,9289,565
Kannur,43943,37226,41263,41755,36975,3587,116,24,3.0,21.0,11103,1716,46804,46828,5534,14356,46898,206,5382,37444,970,840,43,173,8864,9037,4533,133,4113,470550,46836,48517,377,718,1156,46196,44566,141,24473,13386,32
Kasaragod,24874,18391,22895,23808,20362,3047,60,50,10.0,40.0,3440,33,21280,21330,778,4315,21463,39,1284,21327,956,724,66,106,2572,2678,2828,385,7189,266558,19627,22834,1725,1622,1871,24632,24519,57,1954,1858,16
Kollam,37634,27168,31208,26753,30256,5183,148,36,10.0,26.0,9056,9,31412,31448,4770,12366,31606,34,2285,31591,963,1038,494,138,9575,9713,2792,413,4384,288614,31810,31835,3198,2724,2491,36369,36112,48,11327,5348,66
Kottayam,22302,17495,21731,18618,21729,1768,81,4,4.0,,8822,5132,25956,25960,3457,7607,23694,115,2870,22883,961,762,328,234,5096,5330,4419,287,6358,414140,26485,27019,2033,1598,1618,25302,23843,33,21643,31216,56
Malappuram,95518,72094,78595,73718,76199,21781,656,224,21.0,203.0,14859,4965,88281,88505,4379,20472,88567,472,10371,83277,936,3068,16,73,11147,11220,4125,2576,3725,436895,67095,89246,3948,3556,5049,75383,72289,206,45242,55734,68
Palakkad,45902,33935,36998,36192,32613,3409,226,173,17.0,156.0,7574,240,37944,38117,2416,9059,38136,127,4027,27150,938,1028,149,42,8828,8870,4927,817,6922,501804,31017,39551,1398,1920,2647,45805,43523,146,15085,20064,76
Pathanamthitta,14449,11649,13168,14777,14763,2435,71,24,3.0,21.0,4026,158,15434,15458,1907,6680,15629,50,2282,14501,963,744,412,52,3413,3465,1780,251,2009,111120,15989,16066,6,23,102,16172,16001,22,16476,14758,20
Thiruvananthapuram,39585,28546,43259,27714,36672,10318,185,17,6.0,11.0,23480,1221,41048,41065,8871,8266,41126,366,5530,39305,973,1799,584,129,11640,11769,2898,654,14232,909693,36000,37636,1844,1717,1762,39780,39198,63,24072,23765,16
Thrissur,43158,33587,37673,27995,37243,4882,179,18,,18.0,5659,584,42941,42959,2552,16625,43255,79,3454,36032,955,1127,107,175,8591,8766,3807,1310,17460,449282,42807,45289,1512,1210,1440,43814,40957,50,30770,49351,3
Wayanad,15124,11730,14386,11580,14078,5230,326,320,12.0,308.0,6063,536,14224,14544,1433,2385,14542,125,2186,13454,978,931,95,137,2627,2764,1617,240,4149,276048,12881,14260,1064,1174,1586,13859,12670,157,4443,3856,48
