Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Kerala,529067,390049,446635,445161,332178,81208,2179,946,131.0,815,137963,57503,486306,487252,51896,135510,484086,2338,53653,410015,950,17006,4520,1916,95841,97757,46829,8716,116138,5076246,462535,503650,414044,434393,452058,469647,446020,1071,213357,207393,1477
Alappuzha,25831,20346,21519,25440,9142,1692,19,8,4.0,4,10198,130,20562,20570,4513,5314,20658,34,2234,17828,979,1187,965,115,5069,5184,2846,182,4986,268989,19935,20392,20052,21653,22134,25046,25299,118,7586,7553,55
Ernakulam,42997,33778,35767,30955,14739,3343,183,20,,20,7570,3156,39699,39719,4683,17252,39813,111,3518,30109,960,1172,225,297,8764,9061,3145,886,23367,704979,39662,39952,34675,36166,37821,41095,38141,110,29186,25716,71
Idukki,15389,12916,14315,14104,13986,3861,72,60,3.0,57,3201,1092,12639,12699,1342,4582,12712,57,1619,10481,979,695,377,181,3170,3351,2502,116,4553,258855,13558,13531,15531,15830,16041,13349,12729,15,14366,16538,6
KOZHIKKODE,52761,38768,44596,46611,38731,9149,122,21,6.0,15,24159,13627,57727,57748,7042,12015,57013,577,7729,53466,912,1622,170,40,8794,8834,4262,479,6838,563498,54066,57851,45142,45335,46866,48029,45065,93,11413,7233,978
Kannur,43791,34636,38755,36346,32031,3125,121,33,11.0,22,11424,1171,37583,37616,5172,10824,37671,258,4255,27601,949,973,41,184,8119,8303,4732,315,3517,208550,42589,44353,33843,35134,38609,41567,38936,208,11808,9133,20
Kasaragod,23687,17393,21553,22838,12251,1878,48,28,12.0,16,3324,26,21855,21883,777,4077,21937,43,1432,21670,942,802,55,132,2806,2938,3057,334,11752,313722,17949,22802,18147,20365,21976,23847,23641,48,1937,1664,13
Kollam,38422,27930,31245,30007,25967,7692,184,34,,34,10312,6,34876,34910,5515,13123,35013,47,2545,35010,974,903,366,219,9001,9220,2915,444,3579,205274,35329,35365,30058,31302,31969,35969,35643,13,11913,4507,56
Kottayam,22208,17772,20523,20636,11008,1929,40,7,2.0,5,7693,5149,23862,23869,3228,7541,23855,167,3015,21453,964,1118,413,272,4577,4849,4407,196,7068,331690,24412,24573,23269,23033,24227,24143,22818,25,14945,23099,77
Malappuram,86970,60263,59829,76989,60249,21771,480,187,32.0,155,13768,18144,81277,81464,3838,17683,82186,348,10383,70452,945,2920,109,74,10169,10243,3708,2444,3479,201642,61759,81974,61879,65891,66985,60857,54457,166,36526,26368,49
Palakkad,46178,32665,35862,37432,22691,2048,150,183,8.0,175,8107,969,39921,40104,2388,9401,40325,118,4266,28020,942,1166,170,69,10089,10158,4887,939,7193,387899,37366,40728,34633,38307,39748,43796,42967,104,9947,28249,96
Pathanamthitta,19495,13214,14158,15664,14307,3399,169,10,5.0,5,4494,1066,15542,15552,2251,6091,14890,80,2094,13524,972,723,786,82,3375,3457,2010,219,4208,216128,15590,15533,10879,11608,12279,14749,14003,16,15483,11568,11
Thiruvananthapuram,47182,32851,51737,39442,32868,13447,212,27,6.0,21,22102,3926,39301,39328,7229,6961,35605,334,4880,32340,956,1700,633,68,11191,11259,3025,767,14696,758581,39659,40074,35392,38189,39622,40998,39463,22,25054,19639,3
Thrissur,48990,35930,42719,37409,31786,2769,97,14,2.0,12,5599,8923,46961,46975,2597,18459,47662,84,3586,34438,947,1102,83,119,7981,8100,3952,1013,18281,470145,47369,51493,39104,38997,40619,42836,40348,51,18133,22153,9
Wayanad,15166,11587,14057,11288,12422,5105,282,314,40.0,274,6012,118,14501,14815,1321,2187,14746,80,2097,13623,970,923,127,64,2736,2800,1381,382,2621,186294,13292,15029,11440,12583,13162,13366,12510,82,5060,3973,33
