Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Kerala,518811,412737,486203,435913,511134,86121,2381,990,58.0,932,150679,7435.0,495516,496506,57439,140401,498269,2259,55733,465086,952,17285,2870,1805,96261,98066,47681,8994,70600,5070363,484220,507561,5017,4109,3500,500683,493472,3271,272311,329561,1058
Alappuzha,26091,21529,24126,20506,24993,3140,66,9,3.0,6,10440,27.0,19895,19904,4885,5097,20100,23,1969,20099,944,1038,316,328,4876,5204,2690,164,2936,324090,20307,21113,56,84,33,25315,23982,1178,13683,13377,77
Ernakulam,38977,31152,35165,33929,37671,5089,157,25,2.0,23,7060,,40873,40898,3889,18400,41248,97,4136,23785,952,1377,126,235,8426,8661,3294,922,11483,724880,40517,40754,57,52,55,43187,43081,234,28143,28926,30
Idukki,14974,12662,13381,13186,14114,4753,88,95,6.0,89,4022,78.0,13060,13155,1836,4588,13196,68,1650,11471,980,774,313,58,3269,3327,2365,142,3143,304233,13536,13383,264,228,193,14755,14725,34,14594,18771,28
KOZHIKKODE,51369,38638,46536,47423,50814,11343,340,21,2.0,19,24757,173.0,55805,55826,8164,12211,56012,541,6537,55891,958,1364,416,54,9639,9693,4833,645,2648,406956,52930,55641,187,193,160,49271,48898,203,19325,15515,675
Kannur,44733,37740,42225,40234,43245,4137,137,36,6.0,30,12129,158.0,45858,45894,5589,13679,45923,199,4536,44323,939,776,35,104,8820,8924,4205,99,416,246236,46311,47025,238,233,276,44031,42267,72,10583,20796,29
Kasaragod,26120,21250,25012,23342,24693,3451,85,45,5.0,40,4102,17.0,21210,21255,963,4449,21390,48,1608,21159,952,700,61,96,2527,2623,2979,269,5094,274731,22544,22881,1463,1271,1109,24387,24349,61,2711,2156,23
Kollam,38001,30041,33708,30372,34629,5513,242,40,4.0,36,9921,78.0,29837,29877,5019,11140,30032,36,2396,30009,945,1121,298,97,9502,9599,3356,420,848,95137,30090,30269,284,227,179,37229,37171,211,10863,6035,34
Kottayam,22204,17343,20981,17133,20089,1831,37,6,,6,9804,3073.0,25606,25612,3876,7771,25779,125,3775,25211,940,967,381,167,4899,5066,4249,336,4533,402402,27069,27096,431,291,216,25119,25100,25,19183,37090,4
Malappuram,95850,79064,79403,76221,89767,16289,496,216,9.0,207,16214,2638.0,86458,86674,4858,19921,86504,395,10219,84943,949,3464,3,63,10948,11011,4360,2723,6516,297565,76821,89987,1035,579,387,78897,76443,463,56001,46322,41
Palakkad,47172,34433,38822,37039,42026,4144,211,127,2.0,125,9003,710.0,39045,39172,2966,8755,39256,120,4527,31481,964,1168,171,31,8435,8466,4750,794,4188,467979,37799,41109,279,229,276,46003,43886,110,12133,31678,65
Pathanamthitta,14308,11556,13499,15850,17604,2560,11,13,1.0,12,4335,13.0,15242,15255,1865,6351,15416,44,2057,15227,975,788,202,32,3111,3143,1868,234,1319,88856,15707,15948,4,37,5,15660,15603,20,15031,15374,8
Thiruvananthapuram,41119,31437,59781,33922,44840,13980,122,22,2.0,20,24561,47.0,43482,43504,8773,9204,43666,380,6579,43657,948,1737,421,203,11031,11234,3286,643,9784,795452,43968,44806,187,156,141,40478,43207,411,31060,25001,7
Thrissur,43487,34281,39600,34994,52711,3733,126,17,,17,8200,56.0,45243,45260,3452,16456,45556,78,3690,43747,956,1148,42,198,8492,8690,3830,1295,14649,430926,43138,43282,334,353,308,42397,41764,73,34398,65038,11
Wayanad,14406,11611,13964,11762,13938,6158,263,318,16.0,302,6131,367.0,13902,14220,1304,2379,14191,105,2054,14083,938,863,85,139,2286,2425,1616,308,3043,210920,13483,14267,198,176,162,13954,12996,176,4603,3482,26
