Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Kerala,527626,437967,16528,99.1,118.6,2172,51.6,114,353,24.4,314209,21120,460383,460850,56894,130903,1712,455978,429358,958,93.3,2.6,178080,2255,46.5,75.2,75.8,1.0,0,0,75,93,6163,10.0,2.1,400,7762,494,456525,98.6,194
Alappuzha,23667,20439,466,130.2,159.2,36,78.3,5,10,33.3,7310,39,15850,15865,4065,4300,36,15469,13879,953,158.3,2.3,7941,255,51.5,83.9,86.5,0.2,0,0,3,9,92,14.7,2.6,45,807,7,22369,94.7,14
Ernakulam,37579,30414,2349,87.9,90.8,179,81.4,3,14,17.6,32066,0,41392,41409,4593,16125,121,41742,31104,959,85.0,6.8,18280,145,49.5,91.0,76.5,2.0,0,0,1,14,780,8.6,1.9,150,368,53,38252,99.7,5
Idukki,13136,11557,597,118.9,143.2,31,55.4,3,24,11.1,6321,24,10403,10430,2079,3280,45,10106,10038,977,112.0,2.3,14616,294,33.6,71.4,85.1,3.9,0,0,0,5,61,3.4,1.0,9,256,1,13322,98.3,0
KOZHIKKODE,49307,44060,1671,96.8,204.0,87,31.8,4,9,30.8,29716,14,52219,52232,8339,11812,375,50826,50304,952,174.7,3.2,5603,204,64.3,59.3,83.0,0.9,0,0,4,4,397,27.2,4.9,7,948,51,42718,98.0,63
Kannur,40324,33314,432,91.8,107.5,90,76.3,4,14,22.2,31711,4347,41311,41329,4311,12995,168,41372,39166,952,65.4,0.8,15442,18,44.3,94.4,79.0,0.3,0,0,6,5,82,0.8,0.2,6,726,19,36820,98.7,4
Kasaragod,25583,22393,819,131.9,164.7,74,31.6,6,14,30.0,13654,821,18454,18474,1291,3554,57,17323,16676,936,157.9,0.5,5845,23,31.7,73.9,64.0,0.3,0,0,1,14,128,3.0,1.3,38,375,52,22694,92.8,65
Kollam,31899,28067,482,121.6,159.9,87,35.7,8,11,42.1,15274,141,25381,25400,4473,8842,18,24851,24683,970,120.4,3.8,18747,104,53.1,95.2,89.1,0.1,0,0,3,0,315,6.4,1.2,0,471,32,31079,99.3,7
Kottayam,20036,16648,560,137.6,143.1,307,83.2,3,5,37.5,13599,1288,22512,22520,3527,6674,139,20965,20577,983,121.6,7.3,11487,250,44.4,70.8,70.5,1.1,0,0,15,7,209,4.8,1.3,37,484,27,21325,99.7,28
Malappuram,100746,84483,3381,88.7,80.3,372,41.9,33,160,17.1,71414,10862,88507,88700,4843,22882,266,91168,85686,953,52.8,0.9,12430,2,44.0,100.0,79.8,0.7,0,0,0,6,2297,9.3,2.0,16,1457,170,79257,99.6,3
Palakkad,43093,37924,1335,96.3,112.7,435,83.7,4,23,14.8,24851,1444,33427,33454,3346,8644,55,32104,28712,949,67.8,0.8,6888,193,43.1,66.8,63.1,0.1,0,0,2,0,287,5.0,1.8,40,64,27,40031,99.6,2
Pathanamthitta,12058,9608,311,116.5,160.9,34,75.6,3,10,23.1,9997,104,14411,14424,1984,5613,22,14408,14338,987,142.4,5.3,5529,112,50.8,89.3,80.0,2.1,0,0,0,5,224,28.5,5.7,7,1011,5,12914,99.9,0
Thiruvananthapuram,74715,51395,2099,77.1,104.7,270,36.5,10,8,55.6,19354,1098,40360,40378,8093,9730,244,39903,39071,966,99.4,3.1,43732,541,58.9,69.9,64.1,2.1,0,0,36,9,376,5.4,0.5,23,229,48,41027,96.3,0
Thrissur,41468,34564,950,105.1,71.1,106,26.8,0,17,0.0,29828,938,41641,41658,4460,12744,114,41090,40473,953,26.5,3.0,7852,47,36.2,72.3,65.4,0.3,0,0,3,0,789,1.7,0.4,21,68,0,41653,99.3,3
Wayanad,14015,13101,1076,90.7,90.1,64,100.0,28,34,45.2,9114,0,14515,14577,1490,3708,52,14651,14651,958,52.9,0.2,3688,67,21.5,97.0,81.5,0.1,0,0,1,15,126,28.2,5.4,1,498,2,13064,100.0,0
