Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Kerala,495716,401622,456258,399314,497872,83518,1675,836,56,780,151853,668,489401,490237,61820,138864,490794,2099,53136,461619,959,17092,2293,1281,91416,92697,43402,8415,72859,4483860,452443,493862,1900,1549,1903,481588,472054,2988,292763,402964,281.0
Alappuzha,26366,21587,24535,20477,29839,3138,56,10,4,6,10300,164,19363,19373,4905,5067,19494,22,2101,18684,954,845,342,300,4833,5133,2764,160,5309,302282,20679,20775,5,35,15,24761,23303,834,14163,45911,
Ernakulam,38384,31149,35537,31074,36196,3988,111,30,3,27,6976,3,37034,37064,3938,16222,37430,74,3902,23849,986,1308,156,196,7611,7807,3186,706,11745,518626,37610,37799,0,1,1,42459,42285,307,25735,27481,16.0
Idukki,14122,12072,12761,12660,14176,3955,62,83,6,77,3392,12,12517,12600,1596,4582,12667,54,1667,12031,951,872,250,46,2307,2353,2124,136,1876,228018,12723,12586,6,5,5,14272,14257,14,17469,20363,9.0
KOZHIKKODE,49307,39585,44828,39450,46358,3954,55,17,3,14,25061,76,56738,56755,9076,13132,57720,521,6588,53722,970,1445,245,10,9131,9141,3989,1173,3490,251726,51113,57144,24,21,38,45615,45323,186,26316,26843,123.0
Kannur,41423,34799,40118,34012,40985,4475,161,26,1,25,11157,13,43788,43814,5286,13663,44661,203,4149,42065,954,933,25,49,8419,8468,3525,125,1016,161648,40396,44928,131,140,217,40477,39022,103,11726,31816,14.0
Kasaragod,25021,20341,23655,20440,22454,3626,68,32,5,27,4463,3,20973,21005,1026,3902,21808,31,1468,21752,941,874,23,99,2463,2562,2617,353,6016,164466,20016,20763,292,218,102,24123,24085,46,2653,2290,10.0
Kollam,34523,28984,32660,26858,34195,6577,146,29,2,27,14768,0,33583,33612,8093,10607,29141,45,2299,29088,969,931,181,45,10244,10289,3213,397,5553,464181,29263,29432,2,8,0,33686,33688,710,10907,8819,18.0
Kottayam,21383,17305,20181,18003,19678,2047,34,7,1,6,9618,161,25473,25480,4024,7736,25574,167,3152,25286,957,1078,296,129,4491,4620,3902,228,4238,365472,26706,26773,3,4,3,24332,24332,27,23780,51177,3.0
Malappuram,94879,76795,80321,73396,104906,19741,407,195,5,190,15609,0,85629,85824,4847,20445,86677,343,10600,85884,948,3080,7,46,9884,9930,4357,2071,4261,287402,61597,88497,569,240,176,76824,74412,200,55677,43943,33.0
Palakkad,43215,33181,38616,35887,42256,6245,113,110,3,107,7723,101,36428,36538,2796,9119,36694,80,3663,31077,959,1079,131,26,7879,7905,4138,708,2361,425756,34668,36334,258,239,145,42759,41084,141,11036,18359,27.0
Pathanamthitta,13657,11124,13227,12269,13711,3128,10,23,4,19,4533,0,15082,15105,2076,6419,15275,41,1925,15129,981,824,241,38,3282,3320,1556,230,1326,143482,15486,15487,0,1,1,15081,15082,13,16430,14317,5.0
Thiruvananthapuram,38033,30258,37437,31530,39819,13060,126,19,4,15,24861,134,44831,44850,9292,9724,44690,358,5786,44687,954,1813,270,60,10465,10525,2988,607,12129,755332,45772,46203,22,55,69,43060,42347,247,34776,40358,4.0
Thrissur,41060,32283,38356,31281,39069,3593,142,15,0,15,8445,1,44831,44846,3632,15687,45056,95,3695,44548,959,1080,68,105,8304,8409,3491,1215,8126,338595,42926,42615,544,549,1089,41273,40863,74,36334,67804,5.0
Wayanad,14343,12159,14026,11977,14230,5991,184,240,15,225,4947,0,13131,13371,1233,2559,13907,65,2141,13817,945,930,58,132,2103,2235,1552,306,5413,76874,13488,14526,44,33,42,12866,11971,86,5761,3483,14.0
