Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_West Bengal,"1,906,787","994,412","1,351,969","1,526,529","1,467,454","569,046","23,426","454,811","6,285","448,526","792,233","390,703","971,786","1,426,597","117,356","102,331","1,462,911","23,845","212,594","951,018",928,"38,927","27,655","17,921","256,957","274,878","74,377","4,426","8,545,296","43,282,740","1,198,392","1,654,042","1,527,171","1,481,648","1,468,044","1,423,533","1,351,560","19,799","117,767","122,617","31,118"
Bankura,"80,016","46,537","83,935","61,891","48,332","25,766",481,"9,201",47,"9,154","41,132","39,742","44,967","54,168","2,563","2,168","54,456","1,087","13,895","19,102",900,"1,470",268,"1,119","16,135","17,254","2,771",,"645,026","2,981,323","50,065","65,954","59,929","58,776","59,908","57,640","55,137",49,493,"5,187","1,862"
Bardhaman,"148,997","69,446","92,997","115,282","97,395","31,982","1,904","18,486",88,"18,398","60,943","49,668","122,111","140,597","8,984","3,721","140,664","1,741","19,336","97,863",892,"3,397","1,461","1,574","30,753","32,327","6,844",176,"717,636","3,220,180","97,242","142,185","123,072","118,709","117,718","113,136","101,847","2,411",,,"2,232"
Birbhum,"81,322","48,514","54,660","67,576","56,148","21,480",704,"15,224",11,"15,213","45,359","32,866","48,624","63,848","3,596","2,073","63,463","1,124","7,919","44,454",949,382,77,446,"15,650","16,096","1,952",23,"490,054","2,256,896","48,950","76,200","67,175","64,260","63,245","60,867","58,866","4,183",742,751,"1,663"
Dakshin Dinajpur,"34,416","19,346","26,189","31,154","34,416","15,546","2,208","10,606",6,"10,600","14,399","6,275","15,132","25,738","1,717",628,"25,135",626,"3,759","13,539",962,"1,508","2,931",134,"4,918","5,052","1,353",,"207,348","1,684,177","19,884","30,753","29,208","28,284","28,856","26,802","26,154",687,,539,743
Darjeeling,"38,541","27,134","29,485","27,483","60,067","2,368",214,"3,503",432,"3,071","30,161",,"30,301","33,804","4,414",,"33,570",618,"4,501",,925,510,744,235,"2,909","3,144","1,545",,"46,897","497,311","22,556","40,418","31,774","31,054","30,567","31,621","31,621",,,,945
Haora,"108,551","41,474","64,975","73,821","80,680","25,802",876,"10,316",58,"10,258","28,023","16,294","28,023","38,339","3,630","11,452","57,806",603,"8,695","30,858",928,"2,030",598,"1,858","9,097","10,955","3,328",84,"705,186","2,358,764","49,338","76,618","70,264","67,641","67,273","64,563","59,572",260,"9,517","14,998",968
Hooghly,"96,208","54,022","74,190","81,770","89,190","37,873","1,793","9,411","1,229","8,182","42,368","14,868","65,700","75,111","8,168","9,853","74,311","1,066","7,513","62,685",915,"2,067","1,436","1,048","16,822","17,870","5,255",228,"497,183","2,569,855","69,883","90,289","79,375","77,725","77,715","74,750","72,161",243,,,848
Jalpaiguri,"71,097","39,237","49,769","63,208","53,601","42,145","1,462","19,753",157,"19,596","29,768","19,808","29,979","49,732","3,557",93,"52,421",867,"7,856","40,034",925,"2,415","2,309","2,426","7,625","10,051","4,306",21,"166,523","804,240","47,192","67,268","62,535","61,068","60,845","59,212","58,809",513,"36,649","3,620",793
Koch Bihar,"59,016","24,328","49,287","53,377","53,148","33,688","1,048","19,616",,"19,616","27,709","10,336","28,181","47,797","2,216","4,242","53,345","1,033","8,320","23,021",941,"1,225",610,648,"15,805","16,453","4,861",,"486,759","2,938,348","31,397","58,466","52,265","51,611","52,045","50,633","46,705",20,"2,306","11,617","1,605"
