Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
nagpur,4529992,3522295,1572687,221501,2731876
sindhudurg,853451,655080,227977,129381,494497
buldana,2511279,1780762,1064587,111105,1335172
akola,1775587,1351166,667757,74757,1032677
solapur,4219765,2785610,1703876,153760,2353276
sangli,2772718,1978377,1049202,159367,1555390
washim,1159471,815747,479233,65496,614341
hingoli,1136581,733563,492240,53182,591028
pune,8942231,6683018,3498141,299994,5139279
nashik,5866230,4068404,2386736,246736,3229123
jalna,1884349,1121992,791819,89813,1000271
osmanabad,1621872,1078850,669741,76647,873300
ahmadnagar,4437888,3032526,1945511,178835,2306718
chandrapur,2176997,1521044,778537,252532,1144967
mumbai(suburban),0,0,0,0,0
latur,2374389,1562518,907663,90185,1372103
wardha,1287706,986630,508317,85411,691303
jalgaon,4114324,2781698,1568578,227833,2314604
bid,2494112,1610296,1081090,105588,1303323
yavatmal,2706475,1914706,1141348,162580,1400599
satara,2963740,2158396,1155109,185357,1619048
thane,10400317,7627655,3668012,524709,6206797
raigarh,2542822,1832361,815919,220755,1503682
gondiya,1297196,961607,425200,221958,649729
nandurbar,1574691,835589,616693,132319,822810
aurangabad,3524291,2336473,1350445,132724,2037967
gadchiroli,1051578,658061,381003,184657,485561
nanded,3258146,2062867,1238199,186922,1827010
mumbai,3134357,2525131,1217498,72018,1843971
amravati,2829859,2166589,1028968,177205,1622996
parbhani,1769794,1086497,712252,69717,985769
ratnagiri,1631089,1177925,555499,167502,907381
kolhapur,3802713,2726838,1485108,206659,2107932
dhule,1977170,1238800,767781,119640,1083967
bhandara,1187212,872394,403676,180991,602273
