Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
shrawasti,1105915,448138,215916,176099,718440
baghpat,1332792,840399,344244,80614,908448
deoria,3185035,2021450,453392,447853,2286764
sonbhadra,1954575,1099315,405043,377821,1178707
mainpuri,1928209,1293085,437837,153647,1339984
allahabad,6181984,3955152,1326135,890192,3969760
siddharthnagar,2678028,1383788,439361,468752,1778988
raebareli,3523538,2148897,641782,610522,2278919
balrampur,2256416,984066,450598,323402,1492178
gorakhpur,4588902,2928901,757579,644090,3189560
aligarh,3827812,2261104,904053,330517,2594087
kanpurnagar,4668714,3374185,1270874,379338,3027131
meerut,3540632,2268215,925185,209131,2406985
saharanpur,3593073,2233760,926642,161318,2505741
pilibhit,2118414,1167557,487339,169098,1463157
shahjahanpur,3107742,1613527,717632,214036,2179070
kaushambi,1669099,903264,436105,233361,999703
bulandshahar,0,0,0,0,0
santravidasnagarbhadohi,0,0,0,0,0
pratapgarh,3314337,2097804,548026,558691,2214730
chandauli,2021328,1273108,342323,343546,1340646
etawah,1635450,1133597,375694,167019,1098171
jhansi,2053601,1387379,580789,273506,1201410
faizabad,2555416,1575717,490541,342983,1727079
kheri,4207327,2244166,984285,344598,2884044
hamirpur,1116812,691811,294422,156592,665873
basti,2548317,1527763,436178,361023,1756177
mathura,2653927,1628550,606821,248908,1800615
gonda,3585837,1883149,748456,483639,2362557
kanpurdehat,1846760,1246831,464482,190654,1192283
etah,1620883,1024949,378763,128218,1115746
bahraich,3764411,1622085,767765,466326,2539515
ghazipur,3749585,2389793,793308,470169,2488065
gautambuddhanagar,1755504,1243037,496179,127240,1134899
mahoba,913941,536004,246326,114286,553587
budaun,3818338,1715355,898845,251544,2669700
auraiya,1423335,991036,334503,119136,969754
lucknow,4805624,3376939,1210614,452864,3154683
kannauj,1716052,1096489,435117,104701,1176974
mahrajganj,2800454,1591569,431683,601468,1775280
firozabad,2598169,1634249,600852,211495,1789695
moradabad,4991531,2507130,1128691,346248,3521666
lalitpur,1277224,710244,372416,149086,756149
mau,2284006,1474540,396352,324923,1566038
jaunpur,4620731,2946247,919744,567144,3134556
ghaziabad,5023698,3449783,1370562,305372,3353568
chitrakoot,1044241,564035,295948,114164,634595
fatehpur,2702878,1622778,686420,423031,1596187
hathras,0,0,0,0,0
unnao,3197095,1912935,778088,393929,2028433
hardoi,4247934,2429583,983585,392776,2879644
jyotibaphulenagar,1917254,1088052,469232,158358,1290563
sultanpur,3925663,2443969,693362,603053,2636213
kushinagar,3716457,2199987,513502,637726,2573897
azamgarh,4761961,3025159,787103,625795,3352772
sitapur,4680197,2516944,1044841,457324,3189464
ambedkarnagar,2479871,1624775,440755,374106,1668606
muzaffarnagar,4275227,2582073,1127061,194804,2959361
varanasi,3795077,2578082,954087,321730,2520853
mirzapur,2581018,1555075,545067,378812,1661468
farrukhabad,1955363,1168659,496049,126384,1333582
rampur,2428274,1169242,588523,198381,1646419
bareilly,4635877,2401752,1084457,390436,3163306
barabanki,3392768,1871742,858208,382538,2153049
jalaun,1741470,1145882,434427,208016,1099087
banda,1856959,1086890,498785,220840,1137691
santkabirnagar,1781152,1057516,259900,293602,1231849
ballia,3344913,2132844,583489,491317,2274693
agra,4598462,2885955,1105529,389474,3114279
bijnor,3804062,2303754,868876,265873,2670385
