Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
uppersubansiri,98343,60021,27852,15328,59219
westsiang,115801,71110,45741,6151,64026
lohit,146615,91936,50636,10569,85431
tirap,117004,55448,44445,6184,66612
changlang,158469,84349,51414,12778,94814
eastkameng,89411,51700,28703,5937,55315
lowersubansiri,77625,63649,18540,7379,52823
eastsiang,104376,72376,35516,7856,61186
tawang,55232,32238,27522,4368,23380
papumpare,204713,150711,57375,21253,127588
westkameng,88006,53636,37438,8867,41951
uppersiang,36134,20548,14189,3968,18277
dibangvalley,3631,2127,1060,623,2020
