Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
kupwara,922571,499375,123861,108863,692136
leh(ladakh),136999,99912,61727,17687,58269
anantnag,1060862,563678,163465,233775,672566
udhampur,523456,318296,138597,86213,299605
srinagar,1243822,772113,330617,82056,832034
badgam,781441,363225,128166,84987,571031
baramula,978480,567207,174696,119666,686339
kargil,145545,92478,27359,24257,95077
kathua,630636,408019,139327,60878,431954
doda,369187,209433,66364,65161,239606
jammu,1518459,1150935,405689,99177,1013689
pulwama,543631,296511,90203,97280,359738
punch,500945,290112,70849,83639,356323
rajauri,0,0,0,0,0
