Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
shrawasti,1134752,388629,260526,163609,706414
baghpat,1259671,738308,320443,84574,854213
deoria,2978955,1675508,458383,383398,2134747
sonbhadra,1732592,836926,385708,275957,1065761
mainpuri,1782454,1081487,405924,113376,1260699
allahabad,5628613,3270810,1229811,736443,3659179
siddharthnagar,2390996,1028512,461130,379895,1542664
raebareli,3235954,1720079,649527,491597,2088729
balrampur,1996608,719795,471194,271454,1246133
gorakhpur,4227785,2390474,729893,551331,2944705
aligarh,3454531,1863019,811431,278332,2364112
kanpurnagar,4453159,3055774,1169155,295055,2982094
meerut,3303227,1964548,841626,186411,2274646
saharanpur,3284671,1862484,820664,145143,2318362
pilibhit,1906611,919322,429712,136443,1339550
shahjahanpur,2860876,1324276,673164,164640,2020793
kaushambi,1500729,695136,385965,210125,904581
bulandshahar,0,0,0,0,0
santravidasnagarbhadohi,0,0,0,0,0
pratapgarh,3057573,1706563,560577,452667,2038642
chandauli,1854234,1040956,341333,267043,1241837
etawah,1504629,962999,341414,116251,1042944
jhansi,1918854,1189400,530300,229275,1157594
faizabad,2349565,1281966,505775,322479,1517050
kheri,3757433,1755165,920480,257037,2575739
hamirpur,1085756,599512,284408,148442,652841
basti,2343829,1214517,455287,310655,1573700
mathura,2395064,1343132,577210,242044,1573881
gonda,3218023,1415605,726666,362352,2122334
kanpurdehat,1722904,1064090,425910,165612,1130850
etah,2032591,1102263,477323,134019,1419338
bahraich,3110368,1119291,708417,335349,2059948
ghazipur,3434605,1937785,728881,393197,2310997
gautambuddhanagar,1499221,964210,407259,89664,1000284
mahoba,821921,424162,227728,106160,487827
budaun,3486319,1325956,842246,204564,2438151
auraiya,1316372,847321,312977,112176,891170
lucknow,4284189,2786924,1070017,312721,2892403
kannauj,1571298,908632,396000,107087,1067597
mahrajganj,2519984,1194889,450959,491852,1570744
firozabad,2355308,1367478,535135,157291,1659979
moradabad,4460687,1942462,1070314,268679,3117800
lalitpur,1142653,549992,335140,142261,664911
mau,2093881,1211405,396565,266838,1427835
jaunpur,4310879,2438763,862843,503625,2943836
ghaziabad,4211733,2690506,1095096,219573,2892925
chitrakoot,917872,485203,263729,107820,545958
fatehpur,2530912,1360222,646479,353635,1528606
hathras,0,0,0,0,0
unnao,2979870,1583356,738079,320906,1918256
hardoi,3870761,1942529,949657,292468,2622517
jyotibaphulenagar,1730435,844365,431043,128192,1170511
sultanpur,3612145,1965299,687389,482675,2436617
kushinagar,3348236,1637331,538239,533326,2269610
azamgarh,4400425,2431241,780044,534996,3082383
sitapur,4204997,1973799,992646,325077,2878855
ambedkarnagar,2279966,1301796,441361,308639,1527088
muzaffarnagar,3953508,2189731,1025991,224427,2697904
varanasi,3506357,2164447,872941,270005,2362154
mirzapur,2376000,1258092,525344,299649,1547659
farrukhabad,1784656,987864,444353,105512,1234280
rampur,2203693,880129,529740,140874,1529361
bareilly,4181206,1910686,985918,314456,2879062
barabanki,3072171,1455210,799665,325372,1946328
jalaun,1615570,977257,399884,189726,1025909
banda,1716412,889007,460806,214929,1040383
santkabirnagar,1620781,819444,274004,247058,1096270
ballia,3088228,1734555,549195,394360,2141117
agra,4162373,2399435,973192,275856,2905325
bijnor,3507907,1905636,797946,223998,2485119
