Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
kamrup,1596639,1044238,443051,200300,947028
barpeta,1688921,881453,436258,120913,1131629
tinsukia,1308969,774319,403712,143628,761554
golaghat,1054165,703346,324498,145408,583959
dibrugarh,1311482,863846,386409,164552,760291
bongaigaon,753933,434652,195457,63725,494534
marigaon,0,0,0,0,0
jorhat,1082575,780348,332856,156607,592755
dhemaji,673756,409360,196217,113174,364279
sonitpur,1898352,1077024,548239,207549,1142360
karimganj,1204597,766517,286954,101248,816095
darrang,974401,503937,254236,86731,633389
dhubri,1915562,887188,493264,151542,1267722
lakhimpur,1025706,663298,283981,151813,585347
northcacharhills,0,0,0,0,0
sibsagar,0,0,0,0,0
hailakandi,646609,390006,162273,48253,436076
nagaon,2768179,1646325,716063,234995,1816324
karbianglong,940948,536650,257442,120303,563159
cachar,1704975,1133338,459346,132703,1112646
nalbari,802967,543212,204671,72746,525484
goalpara,987812,542458,260107,92355,635126
kokrajhar,888986,477532,251213,89158,548451
