Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
shrawasti,1111623,435548,224181,173527,716019
baghpat,1317836,818909,339346,81391,897332
deoria,3142709,1946972,454385,434149,2255518
sonbhadra,1908012,1040963,401100,354811,1155199
mainpuri,1898134,1247688,431260,144585,1323738
allahabad,6067120,3807691,1306284,857067,3905603
siddharthnagar,2617989,1304060,443631,449456,1728991
raebareli,3464046,2055333,643323,584632,2239543
balrampur,2201881,924403,454644,312272,1439360
gorakhpur,4514292,2812293,751959,624367,3139012
aligarh,3750060,2175204,884719,319351,2546368
kanpurnagar,4624784,3307953,1249846,360746,3018070
meerut,3491824,2203941,907835,204376,2379915
saharanpur,3529159,2154010,904405,157945,2467091
pilibhit,2074250,1113054,475226,161994,1437555
shahjahanpur,3056721,1551017,708509,203093,2146453
kaushambi,1633978,857168,425581,228517,979910
bulandshahar,0,0,0,0,0
santravidasnagarbhadohi,0,0,0,0,0
pratapgarh,3261314,2012966,550514,535665,2178336
chandauli,1986746,1222865,342125,326666,1320275
etawah,1608406,1097216,368573,155343,1086896
jhansi,2025915,1345308,570320,264025,1192517
faizabad,2512851,1512021,493550,338781,1682867
kheri,4113233,2136523,971179,324975,2819563
hamirpur,1110531,672279,292391,154927,663246
basti,2506039,1459236,439935,350335,1718063
mathura,2600007,1566984,600780,247520,1752795
gonda,3509056,1778673,744046,456502,2312430
kanpurdehat,1821296,1207930,456498,185360,1179735
etah,1695943,1039965,396695,129358,1170764
bahraich,3623431,1506078,755511,436567,2435409
ghazipur,3684359,2291656,779982,453655,2451598
gautambuddhanagar,1700962,1181467,476963,118637,1106599
mahoba,894748,511495,242489,112612,539762
budaun,3749496,1629255,887228,241355,2621695
auraiya,1401269,960464,330082,117710,953502
lucknow,4696491,3249702,1181089,420539,3100390
kannauj,1686072,1056042,426996,105173,1154237
mahrajganj,2741967,1502886,435471,577746,1732345
firozabad,2547671,1577026,587093,199333,1762965
moradabad,4880534,2382385,1116766,329122,3436911
lalitpur,1249098,674834,364643,147695,736951
mau,2244647,1417696,396395,312374,1537367
jaunpur,4557028,2836934,908071,553829,3095448
ghaziabad,4849656,3282466,1310417,285877,3255916
chitrakoot,1017647,547305,289204,112866,615785
fatehpur,2667575,1566496,678239,408140,1582436
hathras,0,0,0,0,0
unnao,3152418,1841942,769916,378103,2005903
hardoi,4169668,2323265,976704,370281,2826277
jyotibaphulenagar,1878342,1034251,461333,151804,1265606
sultanpur,3860855,2339712,692163,576787,2595027
kushinagar,3639708,2073783,518357,615327,2509939
azamgarh,4687352,2895771,785686,606479,3296860
sitapur,4581044,2397504,1034187,427146,3124771
ambedkarnagar,2438535,1554329,440876,359986,1639290
muzaffarnagar,4208854,2498349,1106081,200398,2905117
varanasi,3735491,2489470,937275,310647,2488282
mirzapur,2538646,1490539,541064,361461,1638056
farrukhabad,1919963,1130029,485250,121903,1313102
rampur,2381598,1104671,576267,185253,1622312
bareilly,4541150,2294354,1063991,373897,3104297
barabanki,3326078,1779844,846166,370352,2110019
jalaun,1715529,1109976,427288,204222,1084046
banda,1827958,1044070,490947,219645,1117527
santkabirnagar,1747856,1004924,262662,283640,1203454
ballia,3291923,2046468,576463,470184,2247327
agra,4507734,2781336,1077695,363513,3071320
bijnor,3742896,2217976,854203,256914,2632259
