Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
dewas,1649682,1025805,562601,237691,851273
sidhi,974317,559890,224607,178805,576303
chhatarpur,1859151,1063652,592870,214665,1052598
mandsaur,1391343,882062,561910,154633,675574
mandla,1108515,662452,326066,272426,516757
eastnimar,0,0,0,0,0
narsimhapur,1135670,749648,374049,128834,633222
raisen,1400622,875996,390953,164457,846522
bhopal,2557006,1849514,782793,191750,1588496
bhind,1795193,1190801,430024,91115,1281688
guna,1136519,616075,319405,154395,663486
dhar,2340465,1208170,850003,254436,1236916
vidisha,1541224,958454,414022,171190,957274
shajapur,1586446,943827,532806,213989,840045
balaghat,1768057,1246752,542229,400354,829035
shahdol,948218,562320,199225,259701,501529
datia,841691,533678,253867,69767,524893
jhabua,934622,339729,341410,123331,471455
sagar,2497184,1703026,827273,235041,1435239
shivpuri,1821731,979048,600742,194188,1027269
indore,3568439,2589778,1279997,132190,2161648
katni,1369483,879288,322753,258835,791374
betul,1633826,997556,542904,304766,791157
ujjain,2077997,1318178,713047,232424,1133076
umaria,689334,398089,137676,185818,374069
sheopur,731833,376314,211568,82680,438064
panna,1070098,599687,281443,171199,618970
westnimar,0,0,0,0,0
rajgarh,1645910,902025,482357,306849,860310
neemuch,858670,545553,385166,58533,416701
chhindwara,2169392,1389774,712574,306715,1152612
barwani,1492941,629569,574995,126522,794207
jabalpur,2565461,1881722,784487,294736,1491078
dindori,746572,423089,247124,171683,337127
morena,2094153,1307222,543814,160156,1391493
hoshangabad,1292771,871916,384842,124492,784301
rewa,2497166,1613183,644485,391441,1463524
damoh,1323934,820623,403243,201616,719950
tikamgarh,1526910,823582,495538,189400,842561
seoni,1450139,947356,402695,325582,726812
sehore,1390370,866255,393717,241414,757447
harda,602906,387312,167464,69127,367266
gwalior,2170131,1507966,601057,139168,1430439
satna,2349453,1515170,631011,342016,1381602
ratlam,1535796,878299,492993,250218,795689
