Indicator,Total number of pregnant women Registered for ANC,Number of Pregnant women registered within first trimester,Number of pregnant women received 3 ANC check ups,TT2 or Booster given to Pregnant women (numbers),Number of Pregnant women given 100 IFA tablets,Number having Hb level<11 (tested cases),Number having severe anaemia (Hb<7) treated at institution,Number of Home deliveries,Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM),Number of home deliveries attended by Non SBA trained (trained TB/Dai),Deliveries Conducted at Public Institutions,Number of Women Discharged under 48 hours of delivery in public facilities,Institutional deliveries (Public Insts.+Pvt. Insts.),Total reported deliveries,Number of C-section deliveries conducted at public facilities,Number of C-section deliveries conducted at private facilities,Total Number of reported live births,Total Number of reported Still Births,Number of Newborns having weight less than 2.5 kg,Number of New Borns Breast Fed within 1 hour,Sex Ratio at birth ( Female Live Bitrths/ Male Births *1000),Total Number of Abortions ( Spontaneous/ Induced) Reported,Total Number of MTPs ( Public) reported,Number of Vasectomies Conducted (Public + Pvt.),Number of Tubectomies Conducted (Public + Pvt.),Total Sterilisation Conducted,IUCD Insertions done (public facilities),IUCD insertions done (pvt. facilities),Oral Pills distributed,Condom pieces distributed,Number of Infants given OPV 0 (Birth Dose),Number of Infants given BCG,Number of Infants given DPT1,Number of Infants given DPT2,Number of Infants given DPT3,Number of Infants given Measles,Number of fully immunized children (9-11 months),Adverse Events Following Imunisation (Others),Number of Major Operations,Number of Minor Operations,Total Number of Infant Deaths reported
_Kerala,504654,435004,507289,15308,475849,136450,3296,720,166,554,339989,21770,483836,484556,57853,139843,487790,2028,52549,444365,959,13123,2019,736,74692,75428,34451,6652,69526,2299794,459271,480120,1183,705,837,10755,463420,2086,322097,770699,1765
Alappuzha,24752,21653,26086,581,32018,3184,31,13,2,11,8409,115,17117,17130,4260,5006,17548,42,2140,16488,945,577,275,209,3170,3379,1699,73,7016,188090,16333,17119,1,22,8,406,22981,104,23455,54920,38
Ernakulam,38707,32109,33376,2385,30538,13369,249,27,10,17,33613,6,42069,42096,4308,16747,43318,149,6800,30688,960,1175,131,45,7712,7757,2476,820,19381,368339,42488,42876,83,9,6,1376,39777,79,56448,136872,132
Idukki,13154,11812,18566,591,19716,4163,9,72,14,58,7433,31,11370,11442,1979,3671,11468,52,1464,11019,963,688,263,30,2486,2516,1643,52,3667,83534,11711,11987,10,10,7,65,12881,7,12259,34137,29
KOZHIKKODE,50915,45441,46622,1381,51722,8376,198,22,6,16,31676,116,54763,54785,8456,11885,54364,477,5948,54204,944,648,202,35,7892,7927,4239,417,6350,213736,53700,54443,17,19,39,2069,42502,227,19909,21189,366
Kannur,41188,34364,37063,391,40360,4436,97,19,6,13,33390,6810,43366,43385,4788,13757,43431,197,3883,31267,956,682,16,66,6188,6254,2476,57,2072,87735,40781,41928,43,51,86,2557,38262,46,9101,50028,131
Kasaragod,25869,22556,26226,852,33770,4528,69,23,7,16,15688,0,19908,19931,1160,3761,19920,43,1498,18724,970,907,30,31,1235,1266,2111,221,2896,84247,17670,19141,46,19,23,418,22965,323,4551,6808,71
Kollam,33898,30424,38829,579,41674,14811,133,18,3,15,16417,101,26261,26279,4650,9359,26527,29,1916,25859,929,542,98,7,6789,6796,2218,339,3644,110275,25163,25592,2,2,4,340,31934,571,18637,65443,28
Kottayam,20580,17605,23571,642,24704,7914,346,12,4,8,14874,1246,23972,23984,3643,7091,24200,142,2880,23368,955,637,283,113,3385,3498,3225,301,7092,171658,24820,25060,0,3,9,578,21360,25,18119,31849,118
Malappuram,100022,84890,81439,2192,2271,14066,535,304,78,226,75786,10355,91344,91648,5024,23472,92769,289,8013,89286,961,2345,4,25,8993,9018,3878,2335,1621,186439,79435,88707,117,21,63,402,79157,232,52176,72856,206
Palakkad,43642,38183,42666,1090,46553,12427,573,51,11,40,26732,1162,35338,35389,3238,9659,35542,70,4353,29901,965,770,166,13,7275,7288,3410,423,3301,143496,34340,35589,303,208,201,239,40918,83,14264,22426,49
Pathanamthitta,12695,10598,21491,309,22210,5431,44,23,5,18,10301,103,14753,14776,1884,6227,15028,35,2385,14958,984,606,69,2,2808,2810,1069,161,1786,54478,15083,15174,31,2,3,427,12487,13,23443,23556,21
Thiruvananthapuram,42728,36961,49456,2408,86772,19653,533,11,0,11,23142,604,44674,44685,8527,11174,45041,288,5622,40797,975,1506,411,53,8623,8676,2054,418,5085,419981,40672,43319,294,226,214,1146,42712,181,31188,27635,378
Thrissur,42524,35281,48714,1087,36804,13594,382,27,2,25,33329,1121,44233,44260,4373,14448,43816,126,3708,42999,962,1210,38,63,6278,6341,2895,719,4091,109592,42991,44386,226,102,161,371,42432,15,34022,195036,167
Wayanad,13980,13127,13184,820,6737,10498,97,98,18,80,9199,0,14668,14766,1563,3586,14818,89,1939,14807,977,830,33,44,1858,1902,1058,316,1524,78194,14084,14799,10,11,13,361,13052,180,4525,27944,31
