Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
udhamsinghnagar,1648901,1037838,450762,140695,1057444
pithoragarh,483439,345549,145481,71009,266949
rudraprayag,242285,170933,78950,34082,129252
hardwar,1890422,1178353,495151,82969,1312300
nainital,954605,696499,296423,79756,578423
uttarkashi,330085,215125,128366,28909,172809
champawat,259648,177726,62698,36867,160081
dehradun,1696693,1259505,488161,94607,1113925
almora,0,0,0,0,0
tehrigarhwal,618930,407994,165911,114529,338488
chamoli,391605,280555,115114,65825,210665
bageshwar,259897,179483,78084,45553,136260
garhwal,687271,494888,164438,109712,413119
