Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
jalaun,1664799,1041505,413359,196841,1054577
shrawasti,1123128,411420,241671,168495,711200
mahrajganj,2628634,1340068,443147,533072,1649567
santravidasnagarbhadohi,0,0,0,0,0
rampur,2290919,986029,552514,161547,1575151
sitapur,4388995,2175360,1013204,372633,2999294
pilibhit,1988665,1011561,451897,148671,1387688
chandauli,1919347,1128250,341729,295354,1280455
ambedkarnagar,2357918,1422469,441119,333325,1582195
muzaffarnagar,4079183,2338955,1065284,212072,2799594
siddharthnagar,2501920,1158120,452296,413214,1633172
ghazipur,3557291,2107306,753999,422346,2380260
budaun,3615514,1469803,864445,222200,2528258
agra,4331613,2583338,1024111,316666,2987170
kheri,3931310,1936479,945490,289016,2694895
aligarh,3599264,2013069,847283,298137,2453548
varanasi,3619111,2321276,904537,289614,2424398
allahabad,5843755,3529055,1267471,794469,3780384
faizabad,2429837,1392250,499625,330529,1597809
ballia,3188450,1884068,562664,430606,2193579
auraiya,1358157,902121,321416,114910,921809
balrampur,2096734,815708,462845,291149,1339266
mirzapur,2455977,1369393,533146,329107,1592216
ghaziabad,4519453,2971783,1197928,250541,3069058
sonbhadra,1818188,933385,393329,312910,1109579
bijnor,3623497,2055883,825596,239892,2557631
bareilly,4357463,2093751,1024211,342891,2989559
farrukhabad,1851073,1056558,464351,113412,1273081
jhansi,1971658,1264954,549946,246037,1174926
gautambuddhanagar,1596909,1067325,440735,103138,1052100
baghpat,1288425,777565,329759,82967,875507
bahraich,3357112,1298360,731585,382626,2239825
kanpurnagar,4538160,3179364,1208827,326252,3000028
unnao,3064930,1707762,753829,348332,1961590
barabanki,3196604,1609362,822587,347134,2026521
firozabad,2449602,1468519,560512,177069,1710697
azamgarh,4541623,2653359,782860,569618,3187818
santkabirnagar,1683120,907458,268273,264718,1148613
raebareli,3348058,1880249,646417,536100,2162822
kaushambi,1565937,771912,405289,219128,941493
fatehpur,2598345,1459720,662168,379911,1555288
banda,1771307,963424,475637,217274,1078265
kushinagar,3490931,1842680,528205,572861,2386752
lalitpur,1194691,609224,349581,144953,700005
mainpuri,1839385,1161619,418400,128033,1291834
hardoi,4017436,2124384,963085,329082,2722491
gonda,3360390,1586789,735305,406712,2215344
saharanpur,3404721,2002950,861517,151409,2391571
jyotibaphulenagar,1802872,934497,445931,139499,1217130
sultanpur,3734430,2144349,689772,527637,2514575
gorakhpur,4368690,2592820,740844,586714,3040307
moradabad,4665890,2151208,1093293,297368,3273469
meerut,3396217,2080804,874103,195187,2326685
deoria,3059737,1806148,456380,407985,2194302
mahoba,857562,465786,234993,109339,513138
kannauj,1627674,979568,411206,106126,1110072
pratapgarh,3157801,1853444,555523,492420,2107332
etah,1856653,1070661,435145,131668,1289073
hathras,0,0,0,0,0
basti,2423577,1331265,447545,329899,1644298
lucknow,4485606,3009430,1124182,362645,2994591
etawah,1555653,1027919,354734,134383,1064693
shahjahanpur,2957178,1433169,690610,182858,2082675
bulandshahar,0,0,0,0,0
kanpurdehat,1771417,1133731,440938,175208,1155034
chitrakoot,966473,515319,276173,110314,579821
hamirpur,1098074,634854,288372,151650,658023
mau,2167954,1310498,396480,288709,1481589
mathura,2495433,1450747,588877,244767,1660931
jaunpur,4432245,2630325,885168,528131,3018691
