Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
jalaun,1794536,1221216,449065,215816,1129800
shrawasti,1094586,474419,200289,181359,723308
mahrajganj,2921195,1784945,424205,651874,1864366
santravidasnagarbhadohi,0,0,0,0,0
rampur,2524389,1309929,613824,227493,1695714
sitapur,4884989,2773970,1066479,524226,3322897
pilibhit,2209582,1284702,512498,184252,1515737
chandauli,2092307,1379870,342719,379967,1382337
ambedkarnagar,2564658,1775388,440514,404030,1728820
muzaffarnagar,4411129,2758035,1170224,184080,3070906
siddharthnagar,2802267,1558165,430944,509865,1883362
ghazipur,3883522,2598856,820645,505024,2562634
budaun,3959836,1901447,922535,273230,2768365
agra,4785433,3107147,1163372,447093,3202010
kheri,4402022,2475995,1011029,387471,3017462
aligarh,3988184,2443216,943997,354035,2692224
varanasi,3917116,2764883,988619,345095,2587279
allahabad,6418278,4267430,1366744,960332,4101253
faizabad,2642721,1711272,484576,351545,1819018
ballia,3453464,2316688,597799,536476,2330428
auraiya,1468515,1055131,343522,122039,1003096
balrampur,2369570,1115194,442614,346865,1603700
mirzapur,2667896,1692648,553162,416052,1709302
ghaziabad,5390742,3810438,1499261,348440,3557748
sonbhadra,2051137,1226016,413046,428414,1227169
bijnor,3929411,2485390,898984,284738,2748303
bareilly,4831300,2631866,1126577,425742,3284712
farrukhabad,2028134,1249926,518375,135846,1375505
jhansi,2110113,1475510,602305,293502,1219398
gautambuddhanagar,1869891,1375971,536965,146361,1193688
baghpat,1363216,885084,354252,79083,931094
bahraich,4063040,1881593,792874,532067,2761269
kanpurnagar,4757830,3510654,1313998,419445,3045336
unnao,3288356,2063236,794693,427596,2074256
barabanki,3530186,2070018,882809,408124,2241760
firozabad,2702186,1755001,629346,238088,1844377
azamgarh,4914760,3301539,789944,666292,3467456
santkabirnagar,1849658,1171100,254464,314588,1290664
raebareli,3645606,2348997,638710,665791,2359758
kaushambi,1741623,1003027,457940,243360,1040496
fatehpur,2774893,1741481,703079,454463,1624049
banda,1916350,1177871,514840,223250,1179116
kushinagar,3874845,2475902,503928,685001,2706744
lalitpur,1335390,786733,388463,151907,796059
mainpuri,1989795,1388895,451295,173510,1373076
hardoi,4408901,2657036,997493,441949,2989420
gonda,3744477,2110871,757353,542847,2466095
saharanpur,3724395,2402228,972771,168282,2584867
jyotibaphulenagar,1997512,1204197,485440,172326,1341963
sultanpur,4058562,2666628,695765,659228,2720557
gorakhpur,4741843,3176822,768945,685426,3293111
moradabad,5221154,2776557,1152924,383221,3697500
meerut,3640305,2402442,960888,218976,2462052
deoria,3271405,2179062,451411,476574,2350560
mahoba,953572,588604,254184,117708,582310
kannauj,1777621,1182091,451825,103761,1223801
pratapgarh,3422981,2278358,543085,607756,2289352
etah,1480581,995564,345295,125968,1013345
hathras,0,0,0,0,0
basti,2635023,1674622,428761,383387,1834961
lucknow,5031555,3646552,1271896,525161,3266138
etawah,1690910,1210019,390352,193070,1121071
shahjahanpur,3212354,1746205,736231,237721,2245799
bulandshahar,0,0,0,0,0
kanpurdehat,1898760,1328431,480872,201701,1217781
chitrakoot,1099533,599044,309912,116804,673956
hamirpur,1129482,732594,298525,159975,671159
mau,2364804,1595157,396267,351556,1624995
mathura,2765143,1759033,619086,251708,1900205
jaunpur,4750820,3177671,943541,594741,3214260
